config,metric,dataset,a,b,mean_diff,t,p,P_b_better,P_rope,P_a_better,p_holm
default,BRIER,HEART,SVM,MLP,0.049783938446749464,2.6036554062799873,0.0285664524247393,0.009022763337353603,0.012348934376006815,0.9786283022866396,0.3427974290968716
default,BRIER,HEART,SVM,NB,0.018396433390278476,0.8220426429346518,0.4322905121196283,0.15999822583312295,0.12080759130375385,0.7191941828631232,1.0
default,BRIER,HEART,MLP,NB,-0.03138750505647099,-0.9390824676706567,0.3722057818499126,0.7764137136766547,0.0728223745995179,0.15076391172382742,1.0
default,BRIER,D130,LR,RF,0.0028179541976628268,6.309743000327707,0.00013936270152180527,1.4650893200652244e-08,0.9995678120355709,0.0004321733135359169,0.0008361762091308317
default,BRIER,D130,LR,XGB,0.006607927972858899,7.051513164265993,5.976013456314416e-05,2.9362145858478297e-07,0.060160871539047145,0.9398388348394943,0.0004183209419420091
default,BRIER,D130,LR,SVM,0.0012982852565567888,5.440306257242322,0.0004108176515617012,3.888211779322959e-10,0.999999957473056,4.213812271886993e-08,0.0016432706062468048
default,BRIER,D130,LR,MLP,0.06214565972158085,28.796496087391862,3.5779459248590024e-10,8.971749646060988e-11,2.8782909389235556e-10,0.9999999996224535,5.366918887288504e-09
default,BRIER,D130,LR,NB,0.049310008585482776,11.219339180463924,1.3627298661069896e-06,2.998077329317828e-07,1.3720736217193163e-06,0.9999983281186453,1.4990028527176886e-05
default,BRIER,D130,RF,XGB,0.0037899737751960717,5.1122333642831865,0.0006345885178281006,4.2646597728470556e-07,0.9314617350948156,0.06853783843920713,0.0019037655534843018
default,BRIER,D130,RF,SVM,-0.001519668941106038,-3.301035210474504,0.00921468199058248,1.734049266467977e-05,0.9999825666772872,9.283004804006199e-08,0.01842936398116496
default,BRIER,D130,RF,MLP,0.05932770552391801,25.812430686749387,9.474806374677574e-10,2.3057798583058626e-10,8.048307575947433e-10,0.9999999989645912,1.2317248287080847e-08
default,BRIER,D130,RF,NB,0.046492054387819955,10.917388010456534,1.7155511298253758e-06,3.6086209252633164e-07,1.859733991804724e-06,0.9999977794039157,1.5439960168428383e-05
