config,metric,dataset,a,b,mean_diff,t,p,P_b_better,P_rope,P_a_better,p_holm
default,BRIER,D130,XGB,SVM,-0.0053096427163021095,-5.965646625286641,0.00021122935723403915,0.6320427932654993,0.3679566868343974,5.19900103321807e-07,0.0010561467861701958
default,BRIER,D130,XGB,MLP,0.05553773174872194,21.879387495396948,4.106368178550874e-09,9.56504054628551e-10,3.768281908733684e-09,0.999999995275214,4.927641814261048e-08
default,BRIER,D130,XGB,NB,0.042702080612623886,9.963242024893605,3.689585685774831e-06,7.290702811998334e-07,4.415581175698513e-06,0.9999948553485432,2.9516685486198647e-05
default,BRIER,D130,SVM,MLP,0.06084737446502404,28.424217016543427,4.01782526314568e-10,9.934678592232017e-11,3.3163050083828693e-10,0.9999999995690227,5.624955368403952e-09
default,BRIER,D130,SVM,NB,0.04801172332892599,11.056156757583475,1.5422406676272472e-06,3.32626067577715e-07,1.60472990828886e-06,0.9999980626440241,1.5422406676272474e-05
default,BRIER,D130,MLP,NB,-0.012835651136098058,-2.7115861617478427,0.023935255630519774,0.9338775938519414,0.06390688048431414,0.002215525663744496,0.023935255630519774
tuned,AUC,BC,LR,RF,0.004858104858104883,1.0333294634710413,0.3284167077185082,0.005756792703731477,0.8431115623746793,0.15113164492158912,1.0
tuned,AUC,BC,LR,XGB,0.0030162165876451595,1.0414231420593287,0.3248457344984433,0.0007482529965111512,0.9797095246929577,0.01954222231053119,1.0
tuned,AUC,BC,LR,SVM,-0.0009211159211159337,-0.9274979480657931,0.37787050931929217,3.7401218172847727e-06,0.9999954564127301,8.03465452632205e-07,1.0
tuned,AUC,BC,LR,MLP,0.0010606060606060841,1.1838959707124337,0.26677881886025634,3.006973530875667e-07,0.9999978856961832,1.8136064637069372e-06,1.0
tuned,AUC,BC,LR,NB,0.012658730158730157,1.3896687915032315,0.19804213735152218,0.017246572490670978,0.37119738347934605,0.611556044029983,1.0
tuned,AUC,BC,RF,XGB,-0.001841888270459724,-0.6578570049465137,0.5270962739714813,0.00858149981083446,0.9903179177368436,0.0011005824523219413,1.0
tuned,AUC,BC,RF,SVM,-0.005779220779220817,-1.021761337416015,0.3335723543593763,0.23717392841348864,0.7523195391011918,0.01050653248531958,1.0
tuned,AUC,BC,RF,MLP,-0.0037974987974987995,-0.7978966538956396,0.4454718230674578,0.11231719760847139,0.878892236643625,0.00879056574790356,1.0
tuned,AUC,BC,RF,NB,0.007800625300625275,1.304478020867397,0.22444039274306843,0.007746369764481892,0.6315584253781235,0.36069520485739476,1.0
tuned,AUC,BC,XGB,SVM,-0.003937332508761093,-1.085218490608746,0.3060367155858185,0.06444150735945889,0.9335855800856645,0.0019729125548766683,1.0
tuned,AUC,BC,XGB,MLP,-0.0019556105270390756,-0.6015270252915271,0.5623325009210143,0.017621079425561455,0.9798385098439752,0.0025404107304632883,1.0
tuned,AUC,BC,XGB,NB,0.009642513571084999,1.1753794320357633,0.2699997140658134,0.020094520424868884,0.49681722558199964,0.48308825399313143,1.0
tuned,AUC,BC,SVM,MLP,0.0019817219817220176,1.4036328917897927,0.19397832421004121,6.856276601570501e-06,0.9998426275628276,0.00015051616057086477,1.0
tuned,AUC,BC,SVM,NB,0.013579846079846091,1.36048044826449,0.20677251808429004,0.021177756623135095,0.3428213575281488,0.6360008858487161,1.0
tuned,AUC,BC,MLP,NB,0.011598124098124074,1.3051773715462296,0.22421216581471956,0.01893649825828863,0.41165841069300424,0.5694050910487072,1.0
tuned,AUC,PIMA,LR,RF,0.002897435897435885,0.24714351172159732,0.8103426493865383,0.1497444028286165,0.5706049174465543,0.27965067972482915,1.0
tuned,AUC,PIMA,LR,XGB,0.007179487179487154,0.4307496994821631,0.6767824501191388,0.16461238752512342,0.4007550505945328,0.43463256188034377,1.0
tuned,AUC,PIMA,LR,SVM,0.0009601139601139064,0.11308653399724528,0.912444268883355,0.11428684412923205,0.7285287773730231,0.1571843784977448,1.0
tuned,AUC,PIMA,LR,MLP,-0.0037606837606837585,-0.42767903004337937,0.6789358946988894,0.2478145560173327,0.6763030122332184,0.07588243174944886,1.0
tuned,AUC,PIMA,LR,NB,0.028931623931623907,3.311154348986211,0.00906721427414548,0.0007897411166455393,0.028346219359909886,0.9708640395234446,0.1360082141121822
tuned,AUC,PIMA,RF,XGB,0.004282051282051269,0.4523322027013527,0.6617351191267224,0.08268415554364567,0.6370871554124147,0.2802286890439396,1.0
tuned,AUC,PIMA,RF,SVM,-0.0019373219373219786,-0.22242915696248633,0.8289454848188508,0.18920466169445307,0.7090909686783581,0.10170436962718887,1.0
tuned,AUC,PIMA,RF,MLP,-0.0066581196581196435,-1.0157622637602772,0.33627002325203753,0.31108548761075416,0.6731446464334029,0.015769865955842934,1.0
tuned,AUC,PIMA,RF,NB,0.02603418803418802,1.7003026544454527,0.12328930995383695,0.021468925892108047,0.1395148454021734,0.8390162287057186,1.0
tuned,AUC,PIMA,XGB,SVM,-0.006219373219373247,-0.4502176803903998,0.6632024406663799,0.3951770631788844,0.4697523391290984,0.13507059769201715,1.0
tuned,AUC,PIMA,XGB,MLP,-0.010940170940170912,-0.9499044621202485,0.3669699537594066,0.5316612172778246,0.41725157905840166,0.05108720366377378,1.0
tuned,AUC,PIMA,XGB,NB,0.021752136752136754,1.0080232739039796,0.3397743806455312,0.08747911799632475,0.2120112366962159,0.7005096453074593,1.0
tuned,AUC,PIMA,SVM,MLP,-0.004720797720797665,-0.7165233180894911,0.4918417811311879,0.2216372371118243,0.7522723466660046,0.026090416222171127,1.0
tuned,AUC,PIMA,SVM,NB,0.02797150997151,2.046982464607828,0.07095929725187147,0.010684515005459786,0.09963999568119619,0.8896754893133441,0.9224708642743291
tuned,AUC,PIMA,MLP,NB,0.032692307692307666,2.3780866209369926,0.04135719105069129,0.006281013307285502,0.06019010584310269,0.9335288808496118,0.5790006747096781
tuned,AUC,HEART,LR,RF,-0.0008686166774401927,-0.08064064254987466,0.9374924982064268,0.20776992490006022,0.6241106282849791,0.16811944681496072,1.0
tuned,AUC,HEART,LR,XGB,0.016421905300581807,0.8521954149062256,0.4162060080793152,0.10039156859314724,0.2720741342224968,0.6275342971843559,1.0
tuned,AUC,HEART,LR,SVM,0.003838073691014898,0.6501442153736503,0.5318418797975701,0.021304188991598506,0.8183304634948388,0.16036534751356266,1.0
tuned,AUC,HEART,LR,MLP,0.02688065610859731,2.594889150297565,0.02898013903705092,0.002945710769463344,0.06470935688341883,0.9323449323471178,0.40572194651871285
tuned,AUC,HEART,LR,NB,0.012506060116354268,1.2171514293738341,0.254498068516871,0.02743727345398769,0.3783325637113777,0.5942301628346346,1.0
tuned,AUC,HEART,RF,XGB,0.017290521978022,1.4380947273863876,0.18425548764747499,0.024077997361795285,0.2542491606706698,0.7216728419675349,1.0
tuned,AUC,HEART,RF,SVM,0.004706690368455091,0.3592174713654422,0.727715874548511,0.14384570717313822,0.5092947734074388,0.34685951941942295,1.0
tuned,AUC,HEART,RF,MLP,0.027749272786037504,3.1431614010900426,0.011867466293911728,0.0009884589484774528,0.035832088782526306,0.9631794522689963,0.17801199440867593
tuned,AUC,HEART,RF,NB,0.01337467679379446,0.6888086923971626,0.5083093806478278,0.12819513835885163,0.30429213607986794,0.5675127255612804,1.0
tuned,AUC,HEART,XGB,SVM,-0.01258383160956691,-0.623787547428278,0.5482491334125241,0.5498821823080742,0.30568146067536717,0.1444363570165587,1.0
tuned,AUC,HEART,XGB,MLP,0.010458750808015504,0.7297125687227928,0.4841241091588836,0.09227162160432198,0.39522700731868476,0.5125013710769932,1.0
tuned,AUC,HEART,XGB,NB,-0.00391584518422754,-0.14165544556043222,0.8904723647006549,0.4147935706473689,0.27296824342986936,0.31223818592276176,1.0
tuned,AUC,HEART,SVM,MLP,0.023042582417582412,1.860104498552842,0.09579744640123718,0.012492959486672579,0.14589562027754455,0.8416114202357828,1.0
tuned,AUC,HEART,SVM,NB,0.008667986425339369,0.7184898027143792,0.49068619591863855,0.07684999819124,0.46618392552501353,0.4569660762837464,1.0
tuned,AUC,HEART,MLP,NB,-0.014374595992243045,-0.8504107508240586,0.4171463482140392,0.59984885200899,0.30989055547033134,0.0902605925206787,1.0
tuned,AUC,D130,LR,RF,-0.00429894716259861,-0.7006505203767441,0.5012318359931333,0.18852493477417542,0.7891186925257244,0.022356372700100182,1.0
tuned,AUC,D130,LR,XGB,-0.006251173884118266,-0.9880078209755604,0.34896492709980614,0.28404828435594837,0.7008212121333499,0.015130503510701688,1.0
tuned,AUC,D130,LR,SVM,0.07948278373821369,4.731568026576109,0.001071535868747001,0.00023832564009833792,0.0010295111082913033,0.9987321632516104,0.013929966293711012
tuned,AUC,D130,LR,MLP,0.004341959599510914,1.2856191924456706,0.23066850572099773,0.001076714591211272,0.934825406752786,0.06409787865600272,1.0
tuned,AUC,D130,LR,NB,0.01914179355756094,2.632996907501349,0.027224555816696874,0.0015353605099011753,0.1185798949397292,0.8798847445503696,0.217796446533575
tuned,AUC,D130,RF,XGB,-0.0019522267215196566,-0.38622594931606485,0.70830134308248,0.07290622509365217,0.9059534809362129,0.021140293970134904,1.0
tuned,AUC,D130,RF,SVM,0.08378173090081228,5.617171157107226,0.0003270117076779468,7.153660291043853e-05,0.0003258999812134622,0.999602563415876,0.0049051756151692015
tuned,AUC,D130,RF,MLP,0.008640906762109523,1.2716620301624275,0.2353700633327996,0.01136155291276991,0.5656806577975921,0.42295778928963795,1.0
tuned,AUC,D130,RF,NB,0.023440740720159548,2.8535412212020033,0.018979247321889006,0.001397969637380774,0.06671504166396536,0.9318869886986538,0.17081322589700104
tuned,AUC,D130,XGB,SVM,0.08573395762233195,4.82841406466107,0.0009359643779806256,0.00021889607139644475,0.0008285867883682796,0.9989525171402353,0.01310350129172876
tuned,AUC,D130,XGB,MLP,0.01059313348362918,1.4956629705856848,0.16895676695671732,0.00868978163169001,0.45885616728617173,0.5324540510821383,1.0
tuned,AUC,D130,XGB,NB,0.025392967441679203,4.2372122897196665,0.0021832503853065986,0.0001137058430575902,0.015015978806841357,0.984870315350101,0.024015754238372586
tuned,AUC,D130,SVM,MLP,-0.07514082413870277,-4.464806600084895,0.001566354117227489,0.9981073923299681,0.001551624679318553,0.0003409829907133009,0.01879624940672987
tuned,AUC,D130,SVM,NB,-0.06034099018065274,-3.396194138962382,0.007920951466964726,0.9901927334887817,0.008152695204329943,0.0016545713068883835,0.07920951466964726
tuned,AUC,D130,MLP,NB,0.014799833958050023,2.1849665906546782,0.056713622588393,0.0026124301205824253,0.2456388729537171,0.7517486969257005,0.396995358118751
tuned,MCC,BC,LR,RF,0.03406118839962504,1.5708078858613246,0.15067525319773512,0.01708625331419923,0.24925064800227636,0.7336630986835244,1.0
tuned,MCC,BC,LR,XGB,0.029368275009004862,1.6492358660154467,0.13349924856214174,0.010809360471369578,0.29486980006047536,0.694320839468155,1.0
tuned,MCC,BC,LR,SVM,0.010636313706833277,0.6553050199212891,0.5286636744441253,0.04577926530146997,0.6652414559557653,0.2889792787427647,1.0
tuned,MCC,BC,LR,MLP,0.0034245312685571407,0.27065846307545266,0.7927584673008066,0.048496605176421875,0.8402980110674174,0.11120538375616072,1.0
tuned,MCC,BC,LR,NB,0.08168611077243436,2.158250098087918,0.05923596121416452,0.01243780429600018,0.056261752750914384,0.9313004429530854,0.8885394182124678
tuned,MCC,BC,RF,XGB,-0.004692913390620179,-0.210706107456904,0.8378099398881885,0.254510786406509,0.5974489078638947,0.1480403057295962,1.0
tuned,MCC,BC,RF,SVM,-0.023424874692791763,-1.097703274464527,0.30083255902677386,0.5620123686334435,0.4018699977871104,0.03611763357944606,1.0
tuned,MCC,BC,RF,MLP,-0.0306366571310679,-1.3834608810076834,0.19987207754257952,0.678854771753188,0.2971708694321914,0.023974358814620605,1.0
tuned,MCC,BC,RF,NB,0.04762492237280932,2.030361307784232,0.07289186912289641,0.009022769936449324,0.1254192916740211,0.8655579383895295,0.9475942985976533
tuned,MCC,BC,XGB,SVM,-0.018731961302171585,-1.1421271400543347,0.28287551196143673,0.47001689016718734,0.5087793292290927,0.02120378060371993,1.0
tuned,MCC,BC,XGB,MLP,-0.025943743740447722,-1.3156694020416078,0.2208114839316974,0.6150864953830105,0.3625807380328101,0.022332766584179355,1.0
tuned,MCC,BC,XGB,NB,0.0523178357634295,1.2172697699788846,0.25445520292000295,0.06328655065894713,0.17225152312488468,0.7644619262161682,1.0
tuned,MCC,BC,SVM,MLP,-0.0072117824382761375,-0.6849036624972741,0.5106567506257037,0.1276169899878075,0.8576712797023374,0.014711730309855156,1.0
tuned,MCC,BC,SVM,NB,0.07104979706560108,1.8549420011636155,0.09658823218067347,0.020670818557308453,0.08689911879341938,0.8924300626492722,1.0
tuned,MCC,BC,MLP,NB,0.07826157950387722,2.137500751233285,0.06126975662872851,0.012497662181948437,0.06041839571526231,0.9270839421027892,0.8885394182124678
tuned,MCC,PIMA,LR,RF,-0.028863762625036628,-0.6610394841765366,0.5251455367449137,0.5782328827434259,0.2758980685767993,0.14586904867977477,1.0
tuned,MCC,PIMA,LR,XGB,-0.020711077908076563,-0.471865751216947,0.6482530199594049,0.5062909051442156,0.3049554714182215,0.1887536234375629,1.0
tuned,MCC,PIMA,LR,SVM,0.0016488011972849049,0.06567560401686241,0.9490718225704153,0.20527773075835085,0.553188238543159,0.24153403069849005,1.0
tuned,MCC,PIMA,LR,MLP,-0.021572226216948914,-0.5352201565526802,0.6054677470187529,0.5151436764769235,0.3204015560521192,0.1644547674709573,1.0
tuned,MCC,PIMA,LR,NB,0.07117970194408334,2.150011458519285,0.0600355289969423,0.011124708148827732,0.0669994141578496,0.9218758776933227,0.9005329349541344
tuned,MCC,PIMA,RF,XGB,0.008152684716960063,0.30351983567701235,0.7683931585036943,0.16078523732279643,0.5045476042307977,0.3346671584464059,1.0
tuned,MCC,PIMA,RF,SVM,0.03051256382232153,0.8915533624198424,0.39584224121119055,0.08688690185611916,0.29587868339767354,0.6172344147462073,1.0
tuned,MCC,PIMA,RF,MLP,0.007291536408087712,0.2359426777968642,0.8187588787524185,0.19990276835819729,0.45494470173078094,0.34515252991102174,1.0
tuned,MCC,PIMA,RF,NB,0.10004346456911999,1.9722422216072228,0.08005284402455623,0.021012213347837882,0.05336512046010333,0.9256226661920588,1.0
tuned,MCC,PIMA,XGB,SVM,0.02235987910536147,0.7125624571126763,0.4941745394695381,0.10484687713203679,0.3659795713694949,0.5291735514984683,1.0
tuned,MCC,PIMA,XGB,MLP,-0.0008611483088723504,-0.032230123255421815,0.9749919847577171,0.24582380749082464,0.5268505615408132,0.22732563096836214,1.0
tuned,MCC,PIMA,XGB,NB,0.09189077985215992,1.7317411723342395,0.1173638397330474,0.0320213870142961,0.07207072701668638,0.8959078859690175,1.0
tuned,MCC,PIMA,SVM,MLP,-0.02322102741423382,-0.6675201309937187,0.5211865888107055,0.5358995299716879,0.34153242327030975,0.12256804675800234,1.0
tuned,MCC,PIMA,SVM,NB,0.06953090074679844,1.508250633388405,0.16576400999558638,0.04191414480212893,0.11321056315556144,0.8448752920423096,1.0
tuned,MCC,PIMA,MLP,NB,0.09275192816103225,1.916577758280059,0.08753496752942708,0.02231424176753593,0.06104659557975678,0.9166391626527073,1.0
tuned,MCC,HEART,LR,RF,-0.007823055302439852,-0.24617843474981888,0.8110668061259535,0.35431206880670824,0.44518839742773686,0.20049953376555488,1.0
tuned,MCC,HEART,LR,XGB,0.01984487240617906,0.4073641243713133,0.6932594700026029,0.2157697568600491,0.28547422770033193,0.498756015439619,1.0
tuned,MCC,HEART,LR,SVM,0.007967091720559982,0.33243278735458415,0.7471744081708027,0.13510541549648972,0.5522072968509313,0.3126872876525791,1.0
tuned,MCC,HEART,LR,MLP,0.045342908009452745,0.686917066774223,0.509445634076611,0.1725017289589949,0.1815435617044161,0.6459547093365889,1.0
tuned,MCC,HEART,LR,NB,0.026609598996164885,1.3152338912365766,0.22095177501939872,0.02276806698556385,0.35211038220105717,0.625121550813379,1.0
tuned,MCC,HEART,RF,XGB,0.027667927708618912,0.9617115759566167,0.3613191893811489,0.06482303163410731,0.33242448621217335,0.6027524821537193,1.0
tuned,MCC,HEART,RF,SVM,0.015790147022999836,0.3941013054182961,0.70268118556548,0.1959581637823948,0.3450039224128419,0.4590379138047633,1.0
tuned,MCC,HEART,RF,MLP,0.053165963311892606,0.9717159343594824,0.3565815173752253,0.10556817757099274,0.172821208214736,0.7216106142142713,1.0
tuned,MCC,HEART,RF,NB,0.03443265429860474,0.8666980716774718,0.40861906094590544,0.10054408690324386,0.2609620645317925,0.6384938485649636,1.0
tuned,MCC,HEART,XGB,SVM,-0.011877780685619076,-0.19631182534380398,0.8487272889721768,0.4477348627020807,0.24793687665516045,0.3043282606427588,1.0
tuned,MCC,HEART,XGB,MLP,0.02549803560327369,0.5349543547589449,0.6056441286694995,0.18082856170449912,0.27422173644181214,0.5449497018536887,1.0
tuned,MCC,HEART,XGB,NB,0.006764726589985825,0.13293407406053487,0.8971702985759642,0.3046329609177363,0.29569859037846546,0.39966844870379825,1.0
tuned,MCC,HEART,SVM,MLP,0.03737581628889276,0.5082640622929366,0.6234914364635012,0.22616987650873893,0.18247927842858513,0.5913508450626759,1.0
tuned,MCC,HEART,SVM,NB,0.018642507275604903,0.5855274571789088,0.5725803480725732,0.1263943301437936,0.3902560669246632,0.4833496029315433,1.0
tuned,MCC,HEART,MLP,NB,-0.018733309013287864,-0.30829177530370155,0.7648764706930905,0.49185717700729054,0.23961939958351613,0.2685234234091933,1.0
tuned,MCC,D130,LR,RF,0.0014767919314039994,0.1583506395535452,0.8776766451083862,0.02338948976331693,0.9374715771839169,0.03913893305276618,1.0
tuned,MCC,D130,LR,XGB,-0.0018821095590380436,-0.20526271959550596,0.8419343094429184,0.03978924581997116,0.939814076010199,0.02039667816982989,1.0
tuned,MCC,D130,LR,SVM,0.06649421838486264,3.334026144113511,0.00874287898180822,0.0009430924793862013,0.02138565947270632,0.9776712480479075,0.09617166879989042
tuned,MCC,D130,LR,MLP,0.009972757376442919,1.0064957714185039,0.34046929833043926,0.0071814188840613,0.8238322611375232,0.1689863199784155,1.0
tuned,MCC,D130,LR,NB,0.017831814397583818,1.0339811548195905,0.3281280762657099,0.02795667759395883,0.5206857550188627,0.45135756738717847,1.0
tuned,MCC,D130,RF,XGB,-0.003358901490442043,-0.5196745146569807,0.615828711172717,0.014979495932563322,0.9822083887324325,0.0028121153350041906,1.0
tuned,MCC,D130,RF,SVM,0.06501742645345862,4.044426804997754,0.002909180965683134,0.00025070293765087535,0.010100179399966547,0.9896491176623826,0.040728533519563875
tuned,MCC,D130,RF,MLP,0.00849596544503892,0.8102740373724624,0.43868165073987403,0.011848307822074381,0.8376225918649409,0.1505291003129847,1.0
tuned,MCC,D130,RF,NB,0.01635502246617982,1.3504892132826236,0.209835334172365,0.007454496127151437,0.6074111932229738,0.38513431064987486,1.0
tuned,MCC,D130,XGB,SVM,0.06837632794390068,3.568737049748205,0.006036159502814402,0.0006338136745184631,0.01561969975924904,0.9837464865662325,0.07847007353658723
tuned,MCC,D130,XGB,MLP,0.011854866935480962,0.9610237102946683,0.36164663060998825,0.014791454882202387,0.7224066806869764,0.2628018644308212,1.0
tuned,MCC,D130,XGB,NB,0.01971392395662186,1.1975162063215616,0.26169226221268993,0.019547108348939662,0.48719563027552226,0.49325726137553805,1.0
tuned,MCC,D130,SVM,MLP,-0.05652146100841972,-4.392110413065386,0.001740207317149898,0.9902662520685411,0.009625578566221451,0.0001081693652374189,0.02610310975724847
tuned,MCC,D130,SVM,NB,-0.04866240398727882,-3.511534002786961,0.006602684098405293,0.9657243602305084,0.03388256228543333,0.0003930774840582247,0.07923220918086352
tuned,MCC,D130,MLP,NB,0.007859057021140899,0.49975219435919666,0.6292390044153588,0.05511929864260136,0.7149381168213814,0.22994258453601724,1.0
tuned,BRIER,BC,LR,RF,0.00940557562469126,1.84692607959424,0.09782822668180462,0.009857908690839053,0.19475132677759832,0.7953907645315627,0.6847975867726324
tuned,BRIER,BC,LR,XGB,0.004664486010913011,1.140960548200775,0.2833359678245132,0.021119802651073025,0.5107023474297732,0.46817784991915373,1.0
tuned,BRIER,BC,LR,SVM,-0.00462558340891797,-2.303861515756929,0.0467033417590149,0.4280634719604937,0.5714474039741052,0.0004891240654011109,0.5604401011081788
tuned,BRIER,BC,LR,MLP,0.0011723891765754596,0.33695523036148906,0.7438751769264913,0.05482672089635406,0.7953671547856349,0.14980612431801094,1.0
tuned,BRIER,BC,LR,NB,0.036508191881531524,2.2116562889777915,0.054298318202996625,0.016496352900010506,0.027752965190182888,0.9557506819098066,0.5604401011081788
tuned,BRIER,BC,RF,XGB,-0.00474108961377825,-1.3917948624329228,0.1974187341722668,0.47052351825301325,0.5201025759317217,0.00937390581526505,1.0
tuned,BRIER,BC,RF,SVM,-0.014031159033609228,-3.2366968911094025,0.010212524976462974,0.9666049015192464,0.032525296245404935,0.0008698022353486823,0.1531878746469446
tuned,BRIER,BC,RF,MLP,-0.008233186448115801,-1.4836519533226435,0.17205354606673254,0.7128737495350604,0.26671068803640247,0.020415562428537093,1.0
tuned,BRIER,BC,RF,NB,0.02710261625684026,2.1520493623777788,0.05983677915781848,0.01558770394420861,0.040904171622253016,0.9435081244335384,0.5604401011081788
tuned,BRIER,BC,XGB,SVM,-0.009290069419830982,-2.9067685735664153,0.01740254526112632,0.8939232341900082,0.10530336223215328,0.0007734035778385296,0.24363563365576849
tuned,BRIER,BC,XGB,MLP,-0.003492096834337552,-0.6914198300048648,0.5067434997083397,0.3859711270107481,0.5506228684122011,0.06340600457705085,1.0
tuned,BRIER,BC,XGB,NB,0.03184370587061851,2.172226026481808,0.057903172013432265,0.01653031242724015,0.033550931438706244,0.9499187561340536,0.5604401011081788
tuned,BRIER,BC,SVM,MLP,0.005797972585493428,1.4824004264169046,0.17237907248886639,0.011016419866632696,0.4103813175965728,0.5786022625367945,1.0
tuned,BRIER,BC,SVM,NB,0.04113377529044949,2.532401446485407,0.03210860674854789,0.009674930117974668,0.01685823378055107,0.9734668361014742,0.41741188773112253
tuned,BRIER,BC,MLP,NB,0.035335802704956065,2.251806030181618,0.05085298170841051,0.015050470329078644,0.0275003065009104,0.9574492231700109,0.5604401011081788
tuned,BRIER,PIMA,LR,RF,0.002122115468193561,0.46596708392294894,0.6523103449641688,0.07600657462835628,0.6525648224233052,0.27142860294833854,1.0
tuned,BRIER,PIMA,LR,XGB,0.0011333050410074097,0.15473185714232712,0.8804471477523411,0.21185589102448965,0.48311901610467745,0.3050250928708329,1.0
tuned,BRIER,PIMA,LR,SVM,0.0018639977122160284,0.580423364729968,0.5758713616929527,0.030561163903093453,0.7924489252920657,0.17698991080484078,1.0
tuned,BRIER,PIMA,LR,MLP,-0.002496340552526441,-0.5781404486951257,0.5773467271068017,0.287982961935621,0.6538577978115071,0.058159240252871856,1.0
tuned,BRIER,PIMA,LR,NB,0.0311189653458686,4.449393651286648,0.0016015990180895268,0.00029428085862997605,0.002027994001551958,0.9976777251398181,0.024023985271342904
tuned,BRIER,PIMA,RF,XGB,-0.0009888104271861514,-0.22087513360735522,0.830119129888487,0.19662120845839412,0.6966398479787487,0.1067389435628572,1.0
tuned,BRIER,PIMA,RF,SVM,-0.0002581177559775327,-0.07316974588210978,0.9432714075544063,0.10573223903403821,0.8092781415011242,0.08498961946483759,1.0
tuned,BRIER,PIMA,RF,MLP,-0.004618456020720002,-2.2653375830090092,0.049740746370628586,0.4277942833025891,0.5716622524883423,0.0005434642090684787,0.49740746370628586
tuned,BRIER,PIMA,RF,NB,0.028996849877675035,3.015666547061454,0.014581333452386117,0.003165195457336653,0.01383342250942321,0.9830013820332402,0.1749760014286334
tuned,BRIER,PIMA,XGB,SVM,0.0007306926712086187,0.11983690167092861,0.907244820179019,0.18574020456448034,0.563664196809416,0.2505955986261036,1.0
tuned,BRIER,PIMA,XGB,MLP,-0.0036296455935338505,-0.7568302612221798,0.4685002829618647,0.3906926418461575,0.556676039325763,0.05263131882807945,1.0
tuned,BRIER,PIMA,XGB,NB,0.02998566030486119,2.6557566949699805,0.026227559418311907,0.006351446206741854,0.020667460972458862,0.9729810928207993,0.288503153601431
tuned,BRIER,PIMA,SVM,MLP,-0.004360338264742469,-1.4448967192829645,0.18238712468509508,0.4183668108254049,0.5753141222608146,0.006319066913780628,1.0
tuned,BRIER,PIMA,SVM,NB,0.029254967633652568,3.65017472669481,0.005316083108740617,0.0010290763331573202,0.006110164894135517,0.9928607587727072,0.06910908041362802
tuned,BRIER,PIMA,MLP,NB,0.033615305898395044,3.9066291229802865,0.0035830801279398737,0.0007540377488284373,0.0036589563002563663,0.9955870059509152,0.050163121791158234
tuned,BRIER,HEART,LR,RF,-0.008977287798210307,-1.4196242165949413,0.18941289296893402,0.7288200070957145,0.2446251198484765,0.02655487305580899,1.0
tuned,BRIER,HEART,LR,XGB,-0.004960943809031816,-0.526424405359312,0.6113187560521739,0.4983809789877753,0.34412560228397093,0.1574934187282537,1.0
tuned,BRIER,HEART,LR,SVM,-0.010219010981134407,-0.9899825389763933,0.3480500206642337,0.6885063022918432,0.22555327539377262,0.0859404223143842,1.0
tuned,BRIER,HEART,LR,MLP,0.004288136804155064,0.36546531095396373,0.7232058221527095,0.2229987633443065,0.30068585766854505,0.4763153789871485,1.0
tuned,BRIER,HEART,LR,NB,0.012132615492878045,0.5641408045805062,0.5864396630225063,0.2216045274043935,0.15145084894503147,0.626944623650575,1.0
tuned,BRIER,HEART,RF,XGB,0.00401634398917849,0.7452900332585412,0.4751088669778164,0.06319444238910969,0.5076692699735808,0.42913628763730965,1.0
tuned,BRIER,HEART,RF,SVM,-0.0012417231829241003,-0.10317213550036491,0.920088715980964,0.3802008702610483,0.3127000513387864,0.30709907840016526,1.0
tuned,BRIER,HEART,RF,MLP,0.013265424602365372,1.701719846483956,0.12301640915566965,0.021337469002956258,0.13544119483710226,0.8432213361599414,1.0
tuned,BRIER,HEART,RF,NB,0.02110990329108835,0.8624023085130095,0.4108562321661919,0.15541453501425703,0.10668698114002861,0.7378984838457143,1.0
tuned,BRIER,HEART,XGB,SVM,-0.00525806717210259,-0.3681294042689672,0.7212861406661697,0.5070578565011741,0.24893225217081952,0.2440098913280064,1.0
tuned,BRIER,HEART,XGB,MLP,0.00924908061318688,1.0445769641175744,0.323462302898911,0.06982788434542632,0.2504438177894175,0.6797282978651562,1.0
tuned,BRIER,HEART,XGB,NB,0.01709355930190986,0.6504233332917213,0.531669698770991,0.20964530745333673,0.1174376009611805,0.6729170915854827,1.0
tuned,BRIER,HEART,SVM,MLP,0.01450714778528947,1.037427939503245,0.32660471984758194,0.09687842276350071,0.15858371210365207,0.7445378651328473,1.0
tuned,BRIER,HEART,SVM,NB,0.02235162647401245,1.6502422530712226,0.1332908298501683,0.036289261173781714,0.07835940012216158,0.8853513387040567,1.0
tuned,BRIER,HEART,MLP,NB,0.007844478688722982,0.3133245035258796,0.7611737540089476,0.3089786732945705,0.14674470028512832,0.5442766264203012,1.0
tuned,BRIER,D130,LR,RF,0.00010557613814872885,0.6862278329263394,0.50986002786016,5.0449130189602514e-11,0.9999999998759855,7.356532756165381e-11,1.0
tuned,BRIER,D130,LR,XGB,1.758140998903007e-05,0.0769745219054976,0.9403278655034917,1.9811548752653896e-09,0.9999999959104812,2.1083639434407526e-09,1.0
tuned,BRIER,D130,LR,SVM,0.0014030820585682197,6.648188367088501,9.393312477624821e-05,1.1232310268731222e-10,0.9999999813668915,1.8520785361761874e-08,0.0008453981229862339
tuned,BRIER,D130,LR,MLP,0.00023290916398788637,1.422427817082091,0.18862211120838723,7.062704415477197e-11,0.9999999997671171,1.6225582542775495e-10,1.0
