metric,dataset,a,b,mean_diff,t,p,P_b_better,P_rope,P_a_better,p_holm
BRIER,BC,LR,RF,0.011838848132418747,2.8522739333605043,0.006339385202201784,8.807560015443276e-05,0.052683272342233245,0.9472286520576123,0.06339385202201785
BRIER,BC,LR,XGB,0.00406416676251112,0.806752443141362,0.4237076993267008,0.03894847396312817,0.5344140510287756,0.4266374750080962,1.0
BRIER,BC,LR,SVM,0.0006515804344692462,0.20444867495803848,0.838849743753354,0.04107292812574517,0.8697684842399966,0.08915858763425824,1.0
BRIER,BC,LR,MLP,6.59661541925199e-05,0.022953497110838033,0.981780587146607,0.04196536512569934,0.912003258467687,0.0460313764066136,1.0
BRIER,BC,LR,NB,0.03638682768947826,4.402101135894727,5.797963779275071e-05,3.722920070870651e-06,0.00019632810053415994,0.999799948979395,0.00081171492909851
BRIER,BC,RF,XGB,-0.007774681369907627,-2.298949252734044,0.025811656640467046,0.7922290543917407,0.2075582113406379,0.00021273426762136275,0.1806815964832693
BRIER,BC,RF,SVM,-0.011187267697949501,-2.552266593772391,0.013870495877868911,0.9179725862675522,0.08175121301594193,0.0002762007165058877,0.11096396702295129
BRIER,BC,RF,MLP,-0.011772881978226228,-2.6096032570519516,0.011988932453228972,0.9303114752710789,0.06943275029782711,0.0002557744310939576,0.10790039207906076
BRIER,BC,RF,NB,0.02454797955705951,3.1485092623454722,0.0027934561133251884,0.00020470687330424888,0.007521813514453357,0.9922734796122424,0.03072801724657707
BRIER,BC,XGB,SVM,-0.003412586328041875,-0.6720791563734527,0.5046900747050708,0.37784759515881206,0.5703148750591334,0.05183752978205456,1.0
BRIER,BC,XGB,MLP,-0.0039982006083186,-0.6862459106628069,0.4957926335377253,0.4320378735422041,0.5036582950914101,0.06430383136638576,1.0
BRIER,BC,XGB,NB,0.03232266092696714,3.805734440299186,0.0003934400070525304,2.9376899616981777e-05,0.0011104340958981718,0.9988601890044848,0.004721280084630365
BRIER,BC,SVM,MLP,-0.000585614280276726,-0.13716029564615367,0.8914661373821813,0.15292691384265925,0.7488073116088193,0.09826577454852144,1.0
BRIER,BC,SVM,NB,0.03573524725500901,4.660391404657428,2.4524494620680806e-05,1.2939118337179511e-06,0.0001015667727858327,0.9998971393153805,0.0003678674193102121
BRIER,BC,MLP,NB,0.036320861535285735,3.8967740684114927,0.00029590299152601793,2.5843514224642837e-05,0.0007255724237559269,0.9992485840620194,0.003846738889838233
BRIER,PIMA,LR,RF,0.0027578845200620316,0.5717121502720574,0.5701304666193895,0.05689048763992275,0.6212426806216713,0.32186683173840586,1.0
BRIER,PIMA,LR,XGB,0.03917138098207861,4.081037576949764,0.00016480771282535673,1.4639035679628016e-05,0.0003977490973253728,0.999587611866995,0.0016480771282535675
BRIER,PIMA,LR,SVM,0.005365522277027159,1.5631808090255392,0.12444615913931584,0.0019839474805097247,0.45577852012953657,0.5422375323899538,0.49778463655726335
BRIER,PIMA,LR,MLP,0.08946629215160763,6.6741888088364005,2.1214556942946557e-08,2.718164736404839e-09,3.63047564233554e-08,0.9999999609770789,3.1821835414419837e-07
BRIER,PIMA,LR,NB,0.028203151387010177,4.191152273746528,0.00011556930505291403,4.746715526150825e-06,0.000572446134786575,0.9994228071496872,0.0012712623555820543
BRIER,PIMA,RF,XGB,0.03641349646201658,4.712100828909548,2.0604980241148137e-05,1.0915079285056929e-06,8.426351402479604e-05,0.9999146449780467,0.00024725976289377766
BRIER,PIMA,RF,SVM,0.0026076377569651268,0.6971297274241296,0.48901608801187496,0.023570326386884746,0.713969214973579,0.2624604586395363,1.0
BRIER,PIMA,RF,MLP,0.0867084076315456,6.50416520077864,3.89123605763063e-08,4.9518914096309395e-09,6.70893026688546e-08,0.9999999279588059,5.447730480682882e-07
BRIER,PIMA,RF,NB,0.025445266866948146,2.8816671273670122,0.005855929901821252,0.000577550425392087,0.011748276481482911,0.987674173093125,0.035135579410927514
BRIER,PIMA,XGB,SVM,-0.03380585870505146,-3.8570463951269573,0.00033519538519281633,0.9990713261152855,0.0009024917643731465,2.6182120341368334e-05,0.0026815630815425306
BRIER,PIMA,XGB,MLP,0.05029491116952901,3.510014445428192,0.0009717200620689185,0.00016414695011234752,0.0011688151458851825,0.9986670379040025,0.00680204043448243
BRIER,PIMA,XGB,NB,-0.010968229595068442,-0.887201722602844,0.37930437802664235,0.6845005671764708,0.21450112074158206,0.10099831208194715,1.0
BRIER,PIMA,SVM,MLP,0.08410076987458046,6.485789792020253,4.154800883841829e-08,5.0925172801972065e-09,7.475458241312793e-08,0.9999999201529003,5.447730480682882e-07
BRIER,PIMA,SVM,NB,0.02283762910998302,2.8412868345279616,0.00652941786311072,0.0005515718268027211,0.014916619023755517,0.9845318091494417,0.035135579410927514
BRIER,PIMA,MLP,NB,-0.06126314076459747,-4.023666110128311,0.00019798563685704355,0.9997269894998139,0.0002394225849913292,3.35879151948035e-05,0.001781870731713392
BRIER,HEART,LR,RF,0.007838648452365034,0.9174768403710757,0.36338679066258445,0.06759433003746772,0.30161310545978826,0.630792564502744,1.0
BRIER,HEART,LR,XGB,0.04091239821714023,3.1249876448404628,0.002985983175483465,0.0004374394890971373,0.003481284825427422,0.9960812756854754,0.03583179810580158
BRIER,HEART,LR,SVM,0.012458402673849787,1.6424804602074239,0.10689355924744368,0.012081614752671652,0.15048131111472696,0.8374370741326014,0.6200246618946463
BRIER,HEART,LR,MLP,0.0715037015288357,4.292168011786115,8.318917256925724e-05,1.3038948223192161e-05,8.233881609542859e-05,0.9999046222356813,0.0010878495425445732
BRIER,HEART,LR,NB,0.038920891341733876,2.3243377630872746,0.024296077768337483,0.005384027386080463,0.017599948073797278,0.9770160245401223,0.21866469991503734
BRIER,HEART,RF,XGB,0.0330737497647752,2.9747139525839446,0.004542132921853571,0.0005615737280523891,0.006371497320431629,0.9930669289515159,0.04996346214038928
BRIER,HEART,RF,SVM,0.0046197542214847535,0.6967081777870057,0.4892775948615232,0.07445096902945433,0.4485437301852354,0.4770053007853102,1.0
BRIER,HEART,RF,MLP,0.06366505307647068,4.313017552269053,7.77035387531838e-05,1.0652369689518282e-05,9.033855886175779e-05,0.9998990090714487,0.0010878495425445732
BRIER,HEART,RF,NB,0.031082242889368835,1.844168196506334,0.07120894069512414,0.017681494370297934,0.044410928647973136,0.9379075769817289,0.498462584865869
BRIER,HEART,XGB,SVM,-0.028453995543290436,-2.4231203591213872,0.01912811688384505,0.9755112614449732,0.02154606831130522,0.0029426702437215357,0.1912811688384505
BRIER,HEART,XGB,MLP,0.030591303311695482,2.108220434647282,0.040149420100357304,0.00832404984751184,0.032085569593215624,0.9595903805592725,0.32119536080285843
BRIER,HEART,XGB,NB,-0.001991506875406356,-0.10683807098463308,0.9153536731381042,0.4355369823643964,0.21135216617764085,0.3531108514579627,1.0
BRIER,HEART,SVM,MLP,0.05904529885498592,4.730208962105091,1.9383309121890134e-05,2.034772934081739e-06,2.9495498420684108e-05,0.9999684697286453,0.000290749636828352
BRIER,HEART,SVM,NB,0.026462488667884084,1.6598235413633735,0.10333744364910773,0.02581863453768191,0.06408204681195062,0.9100993186503674,0.6200246618946463
BRIER,HEART,MLP,NB,-0.03258281018710184,-1.6095415285296375,0.11392249008665162,0.9126647875140295,0.05407280983355946,0.03326240265241108,0.6200246618946463
BRIER,D130,LR,RF,0.00274290986554106,5.601139710445561,9.574105041533802e-07,3.52132523635914e-21,0.9999854331736077,1.4566826392371245e-05,3.829642016613521e-06
BRIER,D130,LR,XGB,0.006880539707685053,11.843730739383359,5.468064710619765e-16,6.070166903954307e-26,0.0010842996809604655,0.9989157003190395,3.827645297433836e-15
BRIER,D130,LR,SVM,0.001262374020972438,3.098112305717923,0.0032212114975736215,1.1248368203424102e-20,0.9999999999983686,1.6313517936823664e-12,0.009663634492720865
BRIER,D130,LR,MLP,0.06019563929495806,18.903754879244595,3.7416718888273355e-24,5.770899606357734e-26,0.0,1.0,5.23834064435827e-23
BRIER,D130,LR,NB,0.049867102829427704,19.849621523348,4.484973656832922e-25,3.311436635809611e-27,0.0,1.0,6.727460485249382e-24
BRIER,D130,RF,XGB,0.004137629842143993,7.2673537853821575,2.5588625312252475e-09,1.9019436219023605e-21,0.9318598995862353,0.06814010041376473,1.2794312656126238e-08
BRIER,D130,RF,SVM,-0.0014805358445686223,-2.9912124763445473,0.004340064166958641,2.2362372373741514e-09,0.9999999977637628,6.391712132629808e-18,0.009663634492720865
BRIER,D130,RF,MLP,0.05745272942941701,18.817457320291606,4.55907495796735e-24,6.009329833237775e-26,0.0,1.0,5.926797445357555e-23
BRIER,D130,RF,NB,0.047124192963886646,17.64318878274674,7.19610988174048e-23,4.704602669234744e-25,0.0,1.0,7.19610988174048e-22
BRIER,D130,XGB,SVM,-0.005618165686712614,-9.15054562364783,3.5210848517035116e-12,0.8405193084350671,0.15948069156493294,8.384467949898683e-23,2.112650911022107e-11
BRIER,D130,XGB,MLP,0.05331509958727301,16.724545247850433,6.856037623248287e-22,7.688881024907909e-24,0.0,1.0,6.1704338609234584e-21
BRIER,D130,XGB,NB,0.042986563121742656,16.403396873094497,1.5394548956056872e-21,7.365283148563809e-24,0.0,1.0,1.2315639164845498e-20
BRIER,D130,SVM,MLP,0.05893326527398563,18.60385236745793,7.457158532792898e-24,1.0836383947998203e-25,0.0,1.0,8.948590239351477e-23
BRIER,D130,SVM,NB,0.04860472880845526,18.05137967408268,2.716462831743825e-23,1.9709418732127318e-25,0.0,1.0,2.9881091149182077e-22
BRIER,D130,MLP,NB,-0.010328536465530369,-2.9222396054295885,0.00524470929206515,0.9309606226676257,0.06900344918729935,3.592814507495998e-05,0.009663634492720865
