dataset,model,fold,config,n_train,n_test,best_params,ACC,BAL,F1,AUC,MCC,BRIER
D130,RF,8,tuned,9000,1000,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 300}",0.611,0.586019536019536,0.20449897750511248,0.6296703296703298,0.1005414995630025,0.08106417487520887
D130,RF,9,default,9000,1000,,0.524,0.5932844932844933,0.2040133779264214,0.6056166056166056,0.10679895317508818,0.0830154
D130,RF,9,tuned,9000,1000,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 5, 'clf__n_estimators': 300}",0.575,0.6112942612942613,0.21731123388581952,0.6505128205128206,0.1279681682930477,0.08030969194137519
D130,XGB,0,default,9000,1000,,0.701,0.5722998556962962,0.19839142091152814,0.5992673811961173,0.0913073916874545,0.08383409678936005
D130,XGB,0,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.588,0.5913861789119255,0.20463320463320464,0.6339742720063148,0.1051521134558568,0.07963230460882187
D130,XGB,1,default,9000,1000,,0.696,0.5746247487018833,0.2,0.6018574476744903,0.09356156056727678,0.08438611775636673
D130,XGB,1,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.597,0.6622244970954254,0.2467289719626168,0.6950258389965343,0.18585673874355416,0.07865141332149506
D130,XGB,2,default,9000,1000,,0.691,0.5414657309537612,0.17158176943699732,0.5765487980858175,0.05236701652221461,0.08699928224086761
D130,XGB,2,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.605,0.5855091947359983,0.20202020202020202,0.6268639228406863,0.09916096962487012,0.07992836087942123
D130,XGB,3,default,9000,1000,,0.664,0.515018315018315,0.15151515151515152,0.5373992673992674,0.01865317255402962,0.08879056572914124
D130,XGB,3,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.588,0.5683760683760684,0.19215686274509805,0.5940964590964591,0.07929347112667368,0.08093012869358063
D130,XGB,4,default,9000,1000,,0.721,0.5713675213675213,0.20057306590257878,0.5708180708180708,0.09324242808161558,0.0896453931927681
D130,XGB,4,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.617,0.5893162393162393,0.2070393374741201,0.6414163614163615,0.10466747672398727,0.08022966235876083
D130,XGB,5,default,9000,1000,,0.691,0.5699023199023199,0.1974025974025974,0.5806227106227106,0.0877319877498693,0.08502215892076492
D130,XGB,5,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.615,0.6132478632478633,0.2222222222222222,0.647057387057387,0.13204317808075763,0.08023612201213837
D130,XGB,6,default,9000,1000,,0.711,0.5658730158730159,0.19498607242339833,0.5578632478632479,0.08502461328546992,0.08468383550643921
D130,XGB,6,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.605,0.6177655677655678,0.22396856581532418,0.6451343101343101,0.13661399735928204,0.08005036413669586
D130,XGB,7,default,9000,1000,,0.684,0.531013431013431,0.164021164021164,0.5596092796092795,0.039199950688928314,0.08664049953222275
D130,XGB,7,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.597,0.5733211233211233,0.19560878243512975,0.6138644688644688,0.08529478880380194,0.0807083398103714
D130,XGB,8,default,9000,1000,,0.684,0.531013431013431,0.164021164021164,0.532905982905983,0.039199950688928314,0.09043390303850174
D130,XGB,8,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.638,0.5958485958485958,0.21304347826086956,0.6536935286935287,0.11362831453372357,0.08047952502965927
D130,XGB,9,default,9000,1000,,0.698,0.5587301587301587,0.1881720430107527,0.5677533577533578,0.0747044280177612,0.08727588504552841
D130,XGB,9,tuned,9000,1000,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.617,0.6043345543345544,0.2167689161554192,0.6617277167277168,0.12194849024355661,0.07985581457614899
D130,SVM,0,default,9000,1000,,0.572,0.5167059287855055,0.15748031496062992,0.5350707334821594,0.01928233996281999,0.08074162118903257
D130,SVM,0,tuned,9000,1000,"{'clf__C': 1, 'clf__gamma': 0.1}",0.569,0.5302667768472724,0.16634429400386846,0.5388324967007486,0.03483617498186253,0.08097964329374639
D130,SVM,1,default,9000,1000,,0.589,0.5057598145019055,0.14906832298136646,0.5198510095092441,0.0067128703804358175,0.0809511847218677
D130,SVM,1,tuned,9000,1000,"{'clf__C': 0.1, 'clf__gamma': 0.1}",0.581,0.5368529458922779,0.1702970297029703,0.5668298819669705,0.04257976969769407,0.08062131428142316
D130,SVM,2,default,9000,1000,,0.596,0.5349473969831893,0.16872427983539096,0.5226507480358663,0.0406766437035917,0.08096926483623076
D130,SVM,2,tuned,9000,1000,"{'clf__C': 0.1, 'clf__gamma': 0.1}",0.593,0.5485082450449561,0.17777777777777778,0.5626117737021916,0.05625271794816301,0.08093584823333091
D130,SVM,3,default,9000,1000,,0.632,0.49743589743589745,0.14018691588785046,0.4919169719169719,-0.0031025586115326887,0.08204817117456202
D130,SVM,3,tuned,9000,1000,"{'clf__C': 1, 'clf__gamma': 'scale'}",0.632,0.49743589743589745,0.14018691588785046,0.4919169719169719,-0.0031025586115326887,0.08204817117456202
D130,SVM,4,default,9000,1000,,0.61,0.5354090354090354,0.1702127659574468,0.5731257631257631,0.04175403006813158,0.08162196213506717
D130,SVM,4,tuned,9000,1000,"{'clf__C': 0.1, 'clf__gamma': 0.1}",0.603,0.5716117216117216,0.1947261663286004,0.575921855921856,0.08356345204779933,0.08174776267352031
D130,SVM,5,default,9000,1000,,0.625,0.5786935286935286,0.20042643923240938,0.5822344322344323,0.09284222958685473,0.08138707787719167
D130,SVM,5,tuned,9000,1000,"{'clf__C': 1, 'clf__gamma': 0.1}",0.612,0.5765567765567765,0.19834710743801653,0.6021978021978022,0.08967495400987399,0.08135374592104741
D130,SVM,6,default,9000,1000,,0.599,0.5493894993894994,0.17995910020449898,0.5861416361416362,0.057727518201894264,0.08146371390300848
D130,SVM,6,tuned,9000,1000,"{'clf__C': 0.1, 'clf__gamma': 0.1}",0.59,0.5544566544566545,0.18326693227091634,0.5905738705738706,0.06332652140924033,0.0813689878718485
D130,SVM,7,default,9000,1000,,0.624,0.513064713064713,0.15315315315315314,0.541135531135531,0.015637017869315373,0.0816925041204156
D130,SVM,7,tuned,9000,1000,"{'clf__C': 1, 'clf__gamma': 0.1}",0.584,0.5411477411477411,0.1746031746031746,0.5652014652014652,0.04781552924159438,0.08160437806949239
D130,SVM,8,default,9000,1000,,0.644,0.509035409035409,0.14832535885167464,0.4783760683760684,0.011015347596055445,0.08233314256832244
D130,SVM,8,tuned,9000,1000,"{'clf__C': 0.1, 'clf__gamma': 0.1}",0.587,0.4827228327228328,0.13417190775681342,0.488058608058608,-0.020302932225364133,0.08257877888198227
D130,SVM,9,default,9000,1000,,0.632,0.5775335775335775,0.2,0.5739072039072038,0.09191589774384008,0.08140666806324146
D130,SVM,9,tuned,9000,1000,"{'clf__C': 1, 'clf__gamma': 0.1}",0.614,0.5726495726495726,0.19583333333333333,0.5733699633699634,0.08525263075772614,0.08131841151193198
D130,MLP,0,default,9000,1000,,0.794,0.5118218034262879,0.1271186440677966,0.4690857065331343,0.01901230348422441,0.15010882685340277
D130,MLP,0,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.6,0.5929032178492581,0.20634920634920634,0.6303851798862837,0.10737741950972268,0.07928846496781611
D130,MLP,1,default,9000,1000,,0.803,0.5268996904253875,0.1471861471861472,0.5509441408996164,0.04388778404996977,0.136678328574759
D130,MLP,1,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.601,0.6238668459157118,0.22524271844660193,0.6774997224928774,0.14265221544094497,0.078790471567178
D130,MLP,2,default,9000,1000,,0.8,0.5201840180564634,0.13793103448275862,0.5126604916192848,0.03283472503808636,0.13970229011183893
D130,MLP,2,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.607,0.596745149792178,0.20925553319919518,0.6311992007794867,0.11210434716984023,0.07962184381827077
D130,MLP,3,default,9000,1000,,0.806,0.4879120879120879,0.08490566037735849,0.5405616605616606,-0.021139565960594225,0.14298158644889367
D130,MLP,3,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.596,0.5727716727716727,0.1952191235059761,0.5991086691086691,0.08462467883387273,0.08107467811087167
D130,MLP,4,default,9000,1000,,0.811,0.4956654456654457,0.09569377990430622,0.4825274725274725,-0.007662226095889108,0.14243550592468818
D130,MLP,4,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.629,0.610927960927961,0.2222222222222222,0.6301953601953602,0.13035486874023544,0.08077593343398579
D130,MLP,5,default,9000,1000,,0.806,0.5079365079365079,0.11818181818181818,0.5003174603174603,0.01350734830788513,0.13882444167858385
D130,MLP,5,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.599,0.5994505494505494,0.21218074656188604,0.6180463980463982,0.11536765251335948,0.08079099825399316
D130,MLP,6,default,9000,1000,,0.805,0.5073870573870574,0.11764705882352941,0.508888888888889,0.012531350675367026,0.14452073665098486
D130,MLP,6,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.609,0.604945054945055,0.21643286573146292,0.6386080586080587,0.12217392639896425,0.08022330622884359
D130,MLP,7,default,9000,1000,,0.81,0.5251526251526252,0.14414414414414414,0.5410378510378511,0.042531278407908525,0.1495530735848053
D130,MLP,7,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.571,0.574053724053724,0.1951219512195122,0.6252991452991451,0.08532757226505068,0.08063496627296354
D130,MLP,8,default,9000,1000,,0.818,0.5095238095238095,0.11650485436893204,0.5235531135531135,0.017022663741204886,0.14024521980984178
D130,MLP,8,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.598,0.5438339438339439,0.1762295081967213,0.6277899877899877,0.05125576404203387,0.08122083078068189
D130,MLP,9,default,9000,1000,,0.817,0.5189865689865689,0.13270142180094788,0.5641391941391941,0.033322019596240794,0.13803904560138205
D130,MLP,9,tuned,9000,1000,"{'clf__alpha': 1.0, 'clf__hidden_layer_sizes': (32,)}",0.584,0.5811965811965811,0.2,0.6287912087912089,0.09387242442723008,0.08043381953247762
D130,NB,0,default,9000,1000,,0.67,0.5857003663094019,0.20673076923076922,0.5948396008830894,0.10403643389465045,0.1255558995913824
D130,NB,0,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.728,0.5871187360475585,0.2138728323699422,0.6119093723405568,0.11353631249058149,0.08949204980562109
D130,NB,1,default,9000,1000,,0.689,0.5707828167589635,0.19638242894056848,0.6166516607259586,0.08813234797110323,0.13192633335570947
D130,NB,1,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.734,0.575204430247043,0.20359281437125748,0.6463819238027109,0.09957976449608752,0.0882193912603093
D130,NB,2,default,9000,1000,,0.697,0.5751735961223005,0.20052770448548812,0.6342579459539461,0.09434553259919809,0.12098042403964239
D130,NB,2,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.732,0.5588993450831905,0.18787878787878787,0.5991070437474562,0.0784269352392507,0.0954334764590832
D130,NB,3,default,9000,1000,,0.678,0.5277167277167277,0.16145833333333334,0.544969474969475,0.03482073116990837,0.1514397678096357
D130,NB,3,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.741,0.5322954822954823,0.16181229773462782,0.5743467643467643,0.04469574152060423,0.09826020019856828
D130,NB,4,default,9000,1000,,0.673,0.55,0.18045112781954886,0.5870146520146521,0.06193322388882788,0.12448618130325959
D130,NB,4,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.744,0.558974358974359,0.189873417721519,0.6061904761904762,0.08070686459853543,0.08807051996539368
D130,NB,5,default,9000,1000,,0.712,0.5714285714285714,0.2,0.6012087912087912,0.09208748215971228,0.12992897985201865
D130,NB,5,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.756,0.5705738705738705,0.20261437908496732,0.6174236874236875,0.09815919232988399,0.09602561867108747
D130,NB,6,default,9000,1000,,0.685,0.5816239316239317,0.20654911838790932,0.604059829059829,0.10128698677572995,0.11697073479712786
D130,NB,6,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.762,0.5888888888888889,0.2222222222222222,0.6178266178266177,0.12363303116981929,0.0879028820382022
D130,NB,7,default,9000,1000,,0.705,0.5826007326007325,0.20911528150134048,0.5955799755799756,0.10495497997868028,0.13811945751324367
D130,NB,7,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.764,0.58998778998779,0.2236842105263158,0.6158608058608059,0.12558488520641975,0.09087348751975056
D130,NB,8,default,9000,1000,,0.716,0.5335775335775336,0.16470588235294117,0.6064835164835165,0.04438335239571218,0.1281683885170129
D130,NB,8,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.755,0.5449938949938951,0.1750841750841751,0.6363858363858363,0.06356290985143477,0.09237141422155605
D130,NB,9,default,9000,1000,,0.674,0.6056166056166057,0.22380952380952382,0.5859096459096459,0.12856115957727027,0.12715637709916716
D130,NB,9,tuned,9000,1000,{'clf__var_smoothing': 0.001},0.744,0.6040293040293041,0.23353293413173654,0.6334920634920636,0.13863466222722812,0.0910079869895776
